Counts: 	19779	19779	25	0	0	0	3	4779	903	1	4	0	0	12190	25	2	2	1	213	
F5HLG0	F5HLG0_ANOGA	Anopheles gambiae												7165.AGAP003709-PA;						
F2Y0H8	F2Y0H8_ANOGA	Anopheles gambiae																		
F2YBI8	F2YBI8_ANOGA	Anopheles gambiae																		
Q7PGS4	Q7PGS4_ANOGA	Anopheles gambiae																		
Q7PKC0	Q7PKC0_ANOGA	Anopheles gambiae																		
Q7PN78	Q7PN78_ANOGA	Anopheles gambiae																		
Q7Q507	Q7Q507_ANOGA	Anopheles gambiae						Q7Q507;	Q7Q507;											
B3VDI7	B3VDI7_ANOGA	Anopheles gambiae												7165.AGAP009974-PA;						
Q7Q9I2	Q7Q9I2_ANOGA	Anopheles gambiae						Q7Q9I2;						7165.AGAP005223-PA;						
B2G1V0	B2G1V0_ANOGA	Anopheles gambiae												7165.AGAP010481-PA;						
Q7QC79	Q7QC79_ANOGA	Anopheles gambiae												7165.AGAP002490-PA;						
Q7PUU8	Q7PUU8_ANOGA	Anopheles gambiae						Q7PUU8;						7165.AGAP001175-PA;						
Q7PNZ6	Q7PNZ6_ANOGA	Anopheles gambiae							Q7PNZ6;					7165.AGAP006097-PA;						
Q7QIB4	Q7QIB4_ANOGA	Anopheles gambiae						Q7QIB4;						7165.AGAP006762-PA;						
F5HKU2	F5HKU2_ANOGA	Anopheles gambiae						F5HKU2;						7165.AGAP002601-PB;						
F5HIZ5	F5HIZ5_ANOGA	Anopheles gambiae						F5HIZ5;						7165.AGAP000927-PA;						
A0NDB3	A0NDB3_ANOGA	Anopheles gambiae												7165.AGAP003202-PA;						
Q7PJN6	Q7PJN6_ANOGA	Anopheles gambiae												7165.AGAP004015-PA;						
F5HL70	F5HL70_ANOGA	Anopheles gambiae																		
Q7PHG7	Q7PHG7_ANOGA	Anopheles gambiae												7165.AGAP005238-PA;						
F5HJ82	F5HJ82_ANOGA	Anopheles gambiae												7165.AGAP013455-PA;						
F5HJQ5	F5HJQ5_ANOGA	Anopheles gambiae																		
F5HL69	F5HL69_ANOGA	Anopheles gambiae																		
F5HKA8	F5HKA8_ANOGA	Anopheles gambiae						F5HKA8;						7165.AGAP013439-PA;						
Q5TWF8	Q5TWF8_ANOGA	Anopheles gambiae						Q5TWF8;						7165.AGAP006755-PA;						
F5HIT4	F5HIT4_ANOGA	Anopheles gambiae																		
F2X532	F2X532_ANOGA	Anopheles gambiae												7165.AGAP005195-PA;						
Q7QDY0	Q7QDY0_ANOGA	Anopheles gambiae												7165.AGAP010474-PA;						
Q7Q332	Q7Q332_ANOGA	Anopheles gambiae																		
Q5TQN5	Q5TQN5_ANOGA	Anopheles gambiae												7165.AGAP000849-PA;						
B2FYM4	B2FYM4_ANOGA	Anopheles gambiae																		
F5HJN8	F5HJN8_ANOGA	Anopheles gambiae												7165.AGAP000243-PB;						
A0NCL2	A0NCL2_ANOGA	Anopheles gambiae																		
F5HJ26	F5HJ26_ANOGA	Anopheles gambiae																		
Q7PP99	Q7PP99_ANOGA	Anopheles gambiae						Q7PP99;						7165.AGAP006178-PA;						
Q7PKR8	Q7PKR8_ANOGA	Anopheles gambiae																		
Q7Q2U0	Q7Q2U0_ANOGA	Anopheles gambiae						Q7Q2U0;												
Q7Q3E6	Q7Q3E6_ANOGA	Anopheles gambiae												7165.AGAP007843-PA;						
F5HKB2	F5HKB2_ANOGA	Anopheles gambiae																		
F5HKM9	F5HKM9_ANOGA	Anopheles gambiae																		
Q7QE19	Q7QE19_ANOGA	Anopheles gambiae						Q7QE19;						7165.AGAP010696-PA;						
Q7PQR2	Q7PQR2_ANOGA	Anopheles gambiae						Q7PQR2;						7165.AGAP003083-PA;						
F5HJD8	F5HJD8_ANOGA	Anopheles gambiae																		
Q7Q3H2	Q7Q3H2_ANOGA	Anopheles gambiae							Q7Q3H2;					7165.AGAP007873-PA;						
Q7QEY8	Q7QEY8_ANOGA	Anopheles gambiae												7165.AGAP000218-PA;						
Q7PN94	Q7PN94_ANOGA	Anopheles gambiae												7165.AGAP008198-PA;						
Q7QJS7	Q7QJS7_ANOGA	Anopheles gambiae												7165.AGAP007638-PA;						
A0ND78	A0ND78_ANOGA	Anopheles gambiae												7165.AGAP003007-PA;						
A0NG20	A0NG20_ANOGA	Anopheles gambiae																		
Q7PFC2	Q7PFC2_ANOGA	Anopheles gambiae																		
Q7PSF0	Q7PSF0_ANOGA	Anopheles gambiae																		
Q7PGH8	Q7PGH8_ANOGA	Anopheles gambiae												7165.AGAP002460-PA;						
Q7PR08	Q7PR08_ANOGA	Anopheles gambiae												7165.AGAP002901-PA;						
A0NDK7	A0NDK7_ANOGA	Anopheles gambiae												7165.AGAP003672-PA;						
Q7PTD5	Q7PTD5_ANOGA	Anopheles gambiae						Q7PTD5;	Q7PTD5;					7165.AGAP007258-PA;						
Q7PK16	Q7PK16_ANOGA	Anopheles gambiae																		
Q7PP33	Q7PP33_ANOGA	Anopheles gambiae																		
F2YBP9	F2YBP9_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
Q7PHR2	Q7PHR2_ANOGA	Anopheles gambiae																		
A7UTH4	A7UTH4_ANOGA	Anopheles gambiae																		
Q7PR83	Q7PR83_ANOGA	Anopheles gambiae												7165.AGAP002369-PA;						
F5HM76	F5HM76_ANOGA	Anopheles gambiae												7165.AGAP013036-PA;						
A7UTK0	A7UTK0_ANOGA	Anopheles gambiae						A7UTK0;						7165.AGAP004602-PA;						
A0NEI8	A0NEI8_ANOGA	Anopheles gambiae						A0NEI8;						7165.AGAP005834-PA;						
Q7PFP9	Q7PFP9_ANOGA	Anopheles gambiae							Q7PFP9;					7165.AGAP009543-PA;						
D2STX8	D2STX8_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
Q7PQL1	Q7PQL1_ANOGA	Anopheles gambiae												7165.AGAP004166-PA;						
Q7PS35	Q7PS35_ANOGA	Anopheles gambiae												7165.AGAP000331-PA;						
F2Y0D9	F2Y0D9_ANOGA	Anopheles gambiae																		
B2C744	B2C744_ANOGA	Anopheles gambiae												7165.AGAP006747-PA;						
Q5TX58	Q5TX58_ANOGA	Anopheles gambiae						Q5TX58;						7165.AGAP007730-PA;						
Q5TND9	Q5TND9_ANOGA	Anopheles gambiae																		
F5HL53	F5HL53_ANOGA	Anopheles gambiae																		
A7UTK5	A7UTK5_ANOGA	Anopheles gambiae																		
Q7QEB8	Q7QEB8_ANOGA	Anopheles gambiae												7165.AGAP000726-PA;						
Q7QIV6	Q7QIV6_ANOGA	Anopheles gambiae																		
Q5TUT0	Q5TUT0_ANOGA	Anopheles gambiae																		
Q7QES6	Q7QES6_ANOGA	Anopheles gambiae						Q7QES6;						7165.AGAP000131-PA;						
Q5TSV2	Q5TSV2_ANOGA	Anopheles gambiae												7165.AGAP005187-PA;						
Q7QEQ7	Q7QEQ7_ANOGA	Anopheles gambiae												7165.AGAP000104-PA;						
Q7QFF8	Q7QFF8_ANOGA	Anopheles gambiae																		
Q7Q2D4	Q7Q2D4_ANOGA	Anopheles gambiae												7165.AGAP004665-PA;						
Q7Q4H2	Q7Q4H2_ANOGA	Anopheles gambiae																		
Q5TNA5	Q5TNA5_ANOGA	Anopheles gambiae						Q5TNA5;						7165.AGAP008980-PA;						
Q7QJF3	Q7QJF3_ANOGA	Anopheles gambiae						Q7QJF3;						7165.AGAP007489-PA;						
Q7QHL9	Q7QHL9_ANOGA	Anopheles gambiae						Q7QHL9;	Q7QHL9;					7165.AGAP011244-PA;						
Q5TSR3	Q5TSR3_ANOGA	Anopheles gambiae						Q5TSR3;												
Q7QKL1	Q7QKL1_ANOGA	Anopheles gambiae						Q7QKL1;												
Q7QDJ5	Q7QDJ5_ANOGA	Anopheles gambiae												7165.AGAP003418-PA;						
Q5TP10	Q5TP10_ANOGA	Anopheles gambiae																		
Q7QHX8	Q7QHX8_ANOGA	Anopheles gambiae												7165.AGAP001025-PA;						
Q7QG82	Q7QG82_ANOGA	Anopheles gambiae						Q7QG82;						7165.AGAP009550-PA;						
Q7QDV4	Q7QDV4_ANOGA	Anopheles gambiae							Q7QDV4;					7165.AGAP010436-PA;						
Q5TNC1	Q5TNC1_ANOGA	Anopheles gambiae																		
Q7PTC7	Q7PTC7_ANOGA	Anopheles gambiae																		
Q7QD49	Q7QD49_ANOGA	Anopheles gambiae							Q7QD49;					7165.AGAP002956-PA;						
Q7QC89	Q7QC89_ANOGA	Anopheles gambiae												7165.AGAP002506-PA;						
Q7QEA2	Q7QEA2_ANOGA	Anopheles gambiae												7165.AGAP000754-PA;						
L7RPD4	L7RPD4_ANOGA	Anopheles gambiae																		
Q7PXF0	Q7PXF0_ANOGA	Anopheles gambiae												7165.AGAP001373-PA;					SUBUNIT: Interacts with H3K4me3 and to a lesser extent with H3K4me2. {ECO:0000256|RuleBase:RU361213}.	
A0A075M2J8	A0A075M2J8_ANOGA	Anopheles gambiae												7165.AGAP001280-PA;						
L7RPF6	L7RPF6_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
Q7Q734	Q7Q734_ANOGA	Anopheles gambiae						Q7Q734;						7165.AGAP005530-PA;						
A0A114	A0A114_ANOGA	Anopheles gambiae																		
A7UUC6	A7UUC6_ANOGA	Anopheles gambiae																		
A7UU02	A7UU02_ANOGA	Anopheles gambiae																		
L7RM50	L7RM50_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q7QD05	Q7QD05_ANOGA	Anopheles gambiae												7165.AGAP002895-PA;						
A0NG12	A0NG12_ANOGA	Anopheles gambiae																		
A7UUZ4	A7UUZ4_ANOGA	Anopheles gambiae																		
Q7QHP2	Q7QHP2_ANOGA	Anopheles gambiae						Q7QHP2;						7165.AGAP011283-PA;						
A0NEB7	A0NEB7_ANOGA	Anopheles gambiae						A0NEB7;						7165.AGAP005373-PA;						
Q7QAM8	Q7QAM8_ANOGA	Anopheles gambiae												7165.AGAP003619-PA;						
A0NGC4	A0NGC4_ANOGA	Anopheles gambiae																		
A0NF51	A0NF51_ANOGA	Anopheles gambiae																		
Q7Q269	Q7Q269_ANOGA	Anopheles gambiae																		
Q7PX55	Q7PX55_ANOGA	Anopheles gambiae						Q7PX55;						7165.AGAP001223-PA;						
Q7PX66	Q7PX66_ANOGA	Anopheles gambiae												7165.AGAP001238-PB;						
Q7Q5L3	Q7Q5L3_ANOGA	Anopheles gambiae																		
Q7PXI1	Q7PXI1_ANOGA	Anopheles gambiae												7165.AGAP001412-PA;						
A0NFA5	A0NFA5_ANOGA	Anopheles gambiae												7165.AGAP007790-PA;						
Q7Q3J6	Q7Q3J6_ANOGA	Anopheles gambiae						Q7Q3J6;	Q7Q3J6;					7165.AGAP007913-PA;						
A0NC53	A0NC53_ANOGA	Anopheles gambiae																		
Q7QD00	Q7QD00_ANOGA	Anopheles gambiae												7165.AGAP002889-PA;						
Q8MUS0	Q8MUS0_ANOGA	Anopheles gambiae						Q8MUS0;	Q8MUS0;					7165.AGAP004382-PA;						
Q5TRK7	Q5TRK7_ANOGA	Anopheles gambiae						Q5TRK7;						7165.AGAP005556-PA;						
Q7Q5I0	Q7Q5I0_ANOGA	Anopheles gambiae												7165.AGAP006427-PA;						
Q7Q4M8	Q7Q4M8_ANOGA	Anopheles gambiae												7165.AGAP008490-PA;						
A7USI7	A7USI7_ANOGA	Anopheles gambiae																		
Q7PSZ4	Q7PSZ4_ANOGA	Anopheles gambiae						Q7PSZ4;						7165.AGAP005300-PA;						
A7URA0	A7URA0_ANOGA	Anopheles gambiae																		
A7XAR6	A7XAR6_ANOGA	Anopheles gambiae												7165.AGAP004455-PA;						
Q7QC34	Q7QC34_ANOGA	Anopheles gambiae																		
Q7Q2N8	Q7Q2N8_ANOGA	Anopheles gambiae						Q7Q2N8;						7165.AGAP004737-PA;						
Q52P96	Q52P96_ANOGA	Anopheles gambiae																		
Q7Q5N8	Q7Q5N8_ANOGA	Anopheles gambiae												7165.AGAP006344-PA;						
Q7Q3D9	Q7Q3D9_ANOGA	Anopheles gambiae												7165.AGAP007828-PA;						
Q7Q885	Q7Q885_ANOGA	Anopheles gambiae						Q7Q885;						7165.AGAP008749-PA;						
Q7QE78	Q7QE78_ANOGA	Anopheles gambiae												7165.AGAP000785-PA;						
Q7Q1C8	Q7Q1C8_ANOGA	Anopheles gambiae												7165.AGAP009847-PA;						
Q7PVB7	Q7PVB7_ANOGA	Anopheles gambiae												7165.AGAP011874-PA;						
Q7PYE9	Q7PYE9_ANOGA	Anopheles gambiae																		
Q7PVS1	Q7PVS1_ANOGA	Anopheles gambiae																		
Q7Q482	Q7Q482_ANOGA	Anopheles gambiae						Q7Q482;						7165.AGAP008275-PA;						
Q7PZD3	Q7PZD3_ANOGA	Anopheles gambiae						Q7PZD3;						7165.AGAP011849-PA;						
Q7Q6S4	Q7Q6S4_ANOGA	Anopheles gambiae						Q7Q6S4;						7165.AGAP005704-PA;						
Q5TMU5	Q5TMU5_ANOGA	Anopheles gambiae						Q5TMU5;												
Q7PWQ1	Q7PWQ1_ANOGA	Anopheles gambiae						Q7PWQ1;						7165.AGAP008889-PA;						
Q7QB90	Q7QB90_ANOGA	Anopheles gambiae												7165.AGAP004131-PA;						
Q7QH93	Q7QH93_ANOGA	Anopheles gambiae												7165.AGAP011085-PA;						
Q5TWM1	Q5TWM1_ANOGA	Anopheles gambiae																		
Q7PZQ1	Q7PZQ1_ANOGA	Anopheles gambiae						Q7PZQ1;						7165.AGAP012026-PA;						
Q7QGG3	Q7QGG3_ANOGA	Anopheles gambiae						Q7QGG3;												
Q7QJ13	Q7QJ13_ANOGA	Anopheles gambiae						Q7QJ13;						7165.AGAP007182-PA;						
A0NG21	A0NG21_ANOGA	Anopheles gambiae																		
Q7QEQ4	Q7QEQ4_ANOGA	Anopheles gambiae																		
Q7Q7B8	Q7Q7B8_ANOGA	Anopheles gambiae						Q7Q7B8;						7165.AGAP005394-PA;						
Q7PWH8	Q7PWH8_ANOGA	Anopheles gambiae												7165.AGAP008960-PA;						
Q7Q402	Q7Q402_ANOGA	Anopheles gambiae						Q7Q402;						7165.AGAP008124-PA;						
Q7QEY3	Q7QEY3_ANOGA	Anopheles gambiae												7165.AGAP000209-PA;						
Q7QB38	Q7QB38_ANOGA	Anopheles gambiae						Q7QB38;						7165.AGAP004201-PA;						
Q7PFV3	Q7PFV3_ANOGA	Anopheles gambiae												7165.AGAP000051-PA;						
L7RPG4	L7RPG4_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
Q7PTF7	Q7PTF7_ANOGA	Anopheles gambiae						Q7PTF7;						7165.AGAP007045-PA;						
Q7Q4P4	Q7Q4P4_ANOGA	Anopheles gambiae						Q7Q4P4;												
L7RV30	L7RV30_ANOGA	Anopheles gambiae																		
Q7QIT5	Q7QIT5_ANOGA	Anopheles gambiae																		
Q7PP45	Q7PP45_ANOGA	Anopheles gambiae																		
Q706E9	Q706E9_ANOGA	Anopheles gambiae																		
Q7PGI1	Q7PGI1_ANOGA	Anopheles gambiae																		
Q8WQJ6	Q8WQJ6_ANOGA	Anopheles gambiae						Q8WQJ6;						7165.AGAP009191-PA;						
Q7PYM9	Q7PYM9_ANOGA	Anopheles gambiae												7165.AGAP002022-PA;						
L7RNY2	L7RNY2_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
Q7PSJ7	Q7PSJ7_ANOGA	Anopheles gambiae												7165.AGAP010973-PA;						
Q7QB12	Q7QB12_ANOGA	Anopheles gambiae												7165.AGAP004241-PA;						
L7TBB4	L7TBB4_ANOGA	Anopheles gambiae																		
L7RNC4	L7RNC4_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7T3P0	L7T3P0_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
Q7PNR9	Q7PNR9_ANOGA	Anopheles gambiae						Q7PNR9;	Q7PNR9;					7165.AGAP005507-PA;						
Q7PN39	Q7PN39_ANOGA	Anopheles gambiae																		
A7URK5	A7URK5_ANOGA	Anopheles gambiae																		
A7USM7	A7USM7_ANOGA	Anopheles gambiae																		
Q7Q7X9	Q7Q7X9_ANOGA	Anopheles gambiae																		
Q7Q8K9	Q7Q8K9_ANOGA	Anopheles gambiae												7165.AGAP008563-PA;						
F5HMZ0	F5HMZ0_ANOGA	Anopheles gambiae												7165.AGAP001111-PA;						
A5A1F4	A5A1F4_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q7QA46	Q7QA46_ANOGA	Anopheles gambiae												7165.AGAP004443-PA;						
Q5TV93	Q5TV93_ANOGA	Anopheles gambiae						Q5TV93;						7165.AGAP003878-PA;						
Q7PP86	Q7PP86_ANOGA	Anopheles gambiae																		
Q7PXC5	Q7PXC5_ANOGA	Anopheles gambiae																		
Q7PXY7	Q7PXY7_ANOGA	Anopheles gambiae						Q7PXY7;												
Q7PWC9	Q7PWC9_ANOGA	Anopheles gambiae						Q7PWC9;						7165.AGAP009013-PA;						
Q7PSA4	Q7PSA4_ANOGA	Anopheles gambiae												7165.AGAP009511-PA;						
Q7PYL4	Q7PYL4_ANOGA	Anopheles gambiae												7165.AGAP001994-PA;						
Q7PYH8	Q7PYH8_ANOGA	Anopheles gambiae												7165.AGAP001947-PA;						
Q7Q488	Q7Q488_ANOGA	Anopheles gambiae						Q7Q488;	Q7Q488;					7165.AGAP008284-PA;						
Q7Q6X7	Q7Q6X7_ANOGA	Anopheles gambiae												7165.AGAP005615-PA;						
Q7PY63	Q7PY63_ANOGA	Anopheles gambiae						Q7PY63;						7165.AGAP001763-PA;						
Q7PYN8	Q7PYN8_ANOGA	Anopheles gambiae												7165.AGAP002035-PA;						
L7RSR0	L7RSR0_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
Q5XNU0	Q5XNU0_ANOGA	Anopheles gambiae												7165.AGAP002195-PB;						
Q7Q414	Q7Q414_ANOGA	Anopheles gambiae						Q7Q414;						7165.AGAP008149-PA;						
Q7QAH2	Q7QAH2_ANOGA	Anopheles gambiae						Q7QAH2;						7165.AGAP003700-PA;						
Q7PZR5	Q7PZR5_ANOGA	Anopheles gambiae																		
L7T7X8	L7T7X8_ANOGA	Anopheles gambiae																		
Q7PYA2	Q7PYA2_ANOGA	Anopheles gambiae						Q7PYA2;						7165.AGAP001810-PA;						
A7UTY6	A7UTY6_ANOGA	Anopheles gambiae							A7UTY6;					7165.AGAP005940-PA;						
Q7Q641	Q7Q641_ANOGA	Anopheles gambiae												7165.AGAP006057-PA;						
L7RQS2	L7RQS2_ANOGA	Anopheles gambiae																		
Q7QIM9	Q7QIM9_ANOGA	Anopheles gambiae						Q7QIM9;						7165.AGAP006960-PA;						
Q380G3	Q380G3_ANOGA	Anopheles gambiae												7165.AGAP001411-PB;						
L7T8S8	L7T8S8_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
A7UTD2	A7UTD2_ANOGA	Anopheles gambiae												7165.AGAP004845-PA;						
L7RPC1	L7RPC1_ANOGA	Anopheles gambiae																		
Q7Q136	Q7Q136_ANOGA	Anopheles gambiae							Q7Q136;					7165.AGAP009992-PA;					SUBUNIT: Interacts with H3K4me3 and to a lesser extent with H3K4me2. {ECO:0000256|RuleBase:RU361213}.	
Q7QDJ9	Q7QDJ9_ANOGA	Anopheles gambiae						Q7QDJ9;	Q7QDJ9;					7165.AGAP003415-PA;						
Q7Q481	Q7Q481_ANOGA	Anopheles gambiae																		
Q7QCP6	Q7QCP6_ANOGA	Anopheles gambiae																		
L7TAW7	L7TAW7_ANOGA	Anopheles gambiae																		
Q6VVG5	Q6VVG5_ANOGA	Anopheles gambiae																		
Q7PRI0	Q7PRI0_ANOGA	Anopheles gambiae																		
C0L2E2	C0L2E2_ANOGA	Anopheles gambiae												7165.AGAP004455-PA;						
Q7QFS6	Q7QFS6_ANOGA	Anopheles gambiae												7165.AGAP003865-PA;						
A7UTU6	A7UTU6_ANOGA	Anopheles gambiae						A7UTU6;						7165.AGAP005705-PA;						
Q380N3	Q380N3_ANOGA	Anopheles gambiae												7165.AGAP001797-PA;						
Q7Q8I0	Q7Q8I0_ANOGA	Anopheles gambiae												7165.AGAP008621-PA;						
L7RNR2	L7RNR2_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
A0A0E3W2E0	A0A0E3W2E0_ANOGA	Anopheles gambiae																		
A7UTD9	A7UTD9_ANOGA	Anopheles gambiae																		
A7UTF7	A7UTF7_ANOGA	Anopheles gambiae						A7UTF7;						7165.AGAP004677-PA;						
Q6W530	Q6W530_ANOGA	Anopheles gambiae																		
C0L2F8	C0L2F8_ANOGA	Anopheles gambiae												7165.AGAP004455-PA;						
A0A0E4G8H4	A0A0E4G8H4_ANOGA	Anopheles gambiae																		
Q7Q5A6	Q7Q5A6_ANOGA	Anopheles gambiae						Q7Q5A6;												
A0A0E4G8L4	A0A0E4G8L4_ANOGA	Anopheles gambiae																		
A0A0E4G8E2	A0A0E4G8E2_ANOGA	Anopheles gambiae																		
A0A0E3W298	A0A0E3W298_ANOGA	Anopheles gambiae																		
L7TBF7	L7TBF7_ANOGA	Anopheles gambiae																		
Q7QIH3	Q7QIH3_ANOGA	Anopheles gambiae																		
F2YBN0	F2YBN0_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
L7T8H9	L7T8H9_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
A0A0E4C757	A0A0E4C757_ANOGA	Anopheles gambiae																		
A0A0E4GBB2	A0A0E4GBB2_ANOGA	Anopheles gambiae																		
Q7PNN7	Q7PNN7_ANOGA	Anopheles gambiae												7165.AGAP005521-PA;						
F2YBM4	F2YBM4_ANOGA	Anopheles gambiae																		
A0NBP6	A0NBP6_ANOGA	Anopheles gambiae						A0NBP6;												
Q7PN40	Q7PN40_ANOGA	Anopheles gambiae																		
Q7PG41	Q7PG41_ANOGA	Anopheles gambiae												7165.AGAP000549-PA;						
Q7PKC8	Q7PKC8_ANOGA	Anopheles gambiae																		
A0NES0	A0NES0_ANOGA	Anopheles gambiae																		
Q7PKU6	Q7PKU6_ANOGA	Anopheles gambiae												7165.AGAP001670-PA;						
A0A0E4G8W1	A0A0E4G8W1_ANOGA	Anopheles gambiae																		
Q7PN22	Q7PN22_ANOGA	Anopheles gambiae						Q7PN22;	Q7PN22;					7165.AGAP007942-PA;						
Q7QDR0	Q7QDR0_ANOGA	Anopheles gambiae						Q7QDR0;												
Q7QF61	Q7QF61_ANOGA	Anopheles gambiae												7165.AGAP000320-PA;						
Q7Q6K9	Q7Q6K9_ANOGA	Anopheles gambiae												7165.AGAP005784-PA;						
Q7Q5G2	Q7Q5G2_ANOGA	Anopheles gambiae																		
C6JWZ3	C6JWZ3_ANOGA	Anopheles gambiae												7165.AGAP003143-PA;						
F5HM68	F5HM68_ANOGA	Anopheles gambiae												7165.AGAP002084-PA;						
Q7QCE3	Q7QCE3_ANOGA	Anopheles gambiae																		
V5TC31	V5TC31_ANOGA	Anopheles gambiae												7165.AGAP007256-PA;						
Q7QDF8	Q7QDF8_ANOGA	Anopheles gambiae												7165.AGAP003465-PA;						
Q7Q5K0	Q7Q5K0_ANOGA	Anopheles gambiae												7165.AGAP006389-PA;						
Q7PPU6	Q7PPU6_ANOGA	Anopheles gambiae												7165.AGAP004843-PA;						
Q7PYY9	Q7PYY9_ANOGA	Anopheles gambiae																		
Q5TUY3	Q5TUY3_ANOGA	Anopheles gambiae																		
V5TBN0	V5TBN0_ANOGA	Anopheles gambiae																		
A7UTM9	A7UTM9_ANOGA	Anopheles gambiae						A7UTM9;	A7UTM9;					7165.AGAP005352-PA;						
Q5TT24	Q5TT24_ANOGA	Anopheles gambiae												7165.AGAP004299-PA;						
Q3ZDP1	Q3ZDP1_ANOGA	Anopheles gambiae							Q3ZDP1;					7165.AGAP008578-PA;						
Q7PF34	Q7PF34_ANOGA	Anopheles gambiae												7165.AGAP006864-PA;						
Q7QF26	Q7QF26_ANOGA	Anopheles gambiae												7165.AGAP000270-PA;						
Q7PS59	Q7PS59_ANOGA	Anopheles gambiae																		
Q7PKM0	Q7PKM0_ANOGA	Anopheles gambiae																		
Q7PPZ5	Q7PPZ5_ANOGA	Anopheles gambiae						Q7PPZ5;												
Q7QDY9	Q7QDY9_ANOGA	Anopheles gambiae						Q7QDY9;						7165.AGAP010740-PA;						
Q7QEJ8	Q7QEJ8_ANOGA	Anopheles gambiae												7165.AGAP000022-PA;						
Q7PEZ3	Q7PEZ3_ANOGA	Anopheles gambiae												7165.AGAP002215-PA;						
Q7PXX7	Q7PXX7_ANOGA	Anopheles gambiae						Q7PXX7;												
Q7QHF7	Q7QHF7_ANOGA	Anopheles gambiae												7165.AGAP011170-PA;						
Q7PWV0	Q7PWV0_ANOGA	Anopheles gambiae						Q7PWV0;						7165.AGAP008843-PA;						
F5HJF2	F5HJF2_ANOGA	Anopheles gambiae												7165.AGAP000569-PA;						
F5HIZ4	F5HIZ4_ANOGA	Anopheles gambiae												7165.AGAP000926-PB;						
Q7QGH0	Q7QGH0_ANOGA	Anopheles gambiae												7165.AGAP011532-PA;						
Q7Q797	Q7Q797_ANOGA	Anopheles gambiae							Q7Q797;					7165.AGAP005423-PA;					SUBUNIT: The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. The 20S proteasome core is composed of 28 subunits that are arranged in four stacked rings, resulting in a barrel-shaped structure. The two end rings are each formed by seven alpha subunits, and the two central rings are each formed by seven beta subunits. {ECO:0000256|RuleBase:RU000551}.	
Q7PS51	Q7PS51_ANOGA	Anopheles gambiae																		
F5HLN0	F5HLN0_ANOGA	Anopheles gambiae																		
Q7PQU1	Q7PQU1_ANOGA	Anopheles gambiae																		
F5HKD2	F5HKD2_ANOGA	Anopheles gambiae												7165.AGAP002971-PA;						
F5HJU2	F5HJU2_ANOGA	Anopheles gambiae																		
Q7PZ94	Q7PZ94_ANOGA	Anopheles gambiae						Q7PZ94;	Q7PZ94;					7165.AGAP011799-PA;						
Q7PPS2	Q7PPS2_ANOGA	Anopheles gambiae																		
F5HKR6	F5HKR6_ANOGA	Anopheles gambiae																		
Q7PF16	Q7PF16_ANOGA	Anopheles gambiae						Q7PF16;												
Q7PUS9	Q7PUS9_ANOGA	Anopheles gambiae						Q7PUS9;						7165.AGAP002047-PA;						
Q7PQE6	Q7PQE6_ANOGA	Anopheles gambiae												7165.AGAP003674-PA;						
Q7PNK0	Q7PNK0_ANOGA	Anopheles gambiae												7165.AGAP000869-PA;						
Q7PP66	Q7PP66_ANOGA	Anopheles gambiae																		
Q7QER2	Q7QER2_ANOGA	Anopheles gambiae												7165.AGAP000109-PA;						
F5HL79	F5HL79_ANOGA	Anopheles gambiae												7165.AGAP013139-PA;						
F6KNY1	F6KNY1_ANOGA	Anopheles gambiae																		
B6CA02	B6CA02_ANOGA	Anopheles gambiae																		
F6KNX7	F6KNX7_ANOGA	Anopheles gambiae												7165.AGAP002457-PA;						
F5HMR1	F5HMR1_ANOGA	Anopheles gambiae						F5HMR1;						7165.AGAP001434-PA;						
Q7QI22	Q7QI22_ANOGA	Anopheles gambiae												7165.AGAP000949-PA;						
Q7QEG7	Q7QEG7_ANOGA	Anopheles gambiae												7165.AGAP000659-PA;						
A0NCM7	A0NCM7_ANOGA	Anopheles gambiae						A0NCM7;						7165.AGAP000039-PA;						
A0NBP2	A0NBP2_ANOGA	Anopheles gambiae												7165.AGAP006744-PA;						
F5HM27	F5HM27_ANOGA	Anopheles gambiae																		
Q7Q578	Q7Q578_ANOGA	Anopheles gambiae												7165.AGAP006598-PA;						
A0ND90	A0ND90_ANOGA	Anopheles gambiae												7165.AGAP004686-PA;						
F5HKH3	F5HKH3_ANOGA	Anopheles gambiae												7165.AGAP002891-PB;						
Q7PP70	Q7PP70_ANOGA	Anopheles gambiae																		
